userName,score,at,content,Label,text_clean,text_StopWord,text_tokens,text_steamindo
Gista Putraa,1,2023-07-17 15:37:47,"Mode hemat & reguler untuk bisa dipertimbangkan lagi.. kalo harus lama banget antri dari resto okelah, kalo dilama2in cari driver ya buat apa? Driver juga bnyak kok, kalo kurang ya tambah lagi drivernya...biaya app & lain2 berapa % ambil dari orderan makanan gak wajar juga kalo lebih dari ongkir driver.",Negatif,mode hemat  reguler untuk bisa dipertimbangkan lagi kalo harus lama banget antri dari resto okelah kalo dilamain cari driver ya buat apa driver juga bnyak kok kalo kurang ya tambah lagi drivernyabiaya app  lain berapa  ambil dari orderan makanan gak wajar juga kalo lebih dari ongkir driver,mode hemat reguler dipertimbangkan kalo banget antri resto okelah kalo dilamain cari driver ya driver bnyak kalo ya drivernyabiaya app ambil orderan makanan gak wajar kalo ongkir driver,"['mode', 'hemat', 'reguler', 'dipertimbangkan', 'kalo', 'banget', 'antri', 'resto', 'okelah', 'kalo', 'dilamain', 'cari', 'driver', 'ya', 'driver', 'bnyak', 'kalo', 'ya', 'drivernyabiaya', 'app', 'ambil', 'orderan', 'makanan', 'gak', 'wajar', 'kalo', 'ongkir', 'driver']",mode hemat reguler timbang kalo banget antri resto oke kalo dilamain cari driver ya driver bnyak kalo ya drivernyabiaya app ambil order makan gak wajar kalo ongkir driver
Visna Tea ivanka,4,2023-07-17 13:32:06,"gojek tolong rutenya diperbaiki lagi ya, ada jalan yang cuman satu arah tetapi rute du aplikasinya ke arah jalan itu, itu jalannya sempit dan sering buat parkir",Positif,gojek tolong rutenya diperbaiki lagi ya ada jalan yang cuman satu arah tetapi rute du aplikasinya ke arah jalan itu itu jalannya sempit dan sering buat parkir,gojek tolong rutenya diperbaiki ya jalan cuman arah rute du aplikasinya arah jalan jalannya sempit parkir,"['gojek', 'tolong', 'rutenya', 'diperbaiki', 'ya', 'jalan', 'cuman', 'arah', 'rute', 'du', 'aplikasinya', 'arah', 'jalan', 'jalannya', 'sempit', 'parkir']",gojek tolong rute baik ya jalan cuman arah rute du aplikasi arah jalan jalan sempit parkir
Ilma Aulia Putri,2,2023-07-17 13:23:27,Gojek makin aneh dan gajelas. Gofood ada ongkir mode hemat tapi pesanan bisa 1 jam lebih padahal deket. Gausah deh pake mode2 hemat. Pakein aja voucher diskon ongkir biasa. Mana susah dibatalin. Chat cs lama balsnya dan gajelas. Pesanan 1 jam baru dikirim. Keburu laper dan mending beli offline tinggal keluar. Aneh bangettt,Negatif,gojek makin aneh dan gajelas gofood ada ongkir mode hemat tapi pesanan bisa  jam lebih padahal deket gausah deh pake mode hemat pakein aja voucher diskon ongkir biasa mana susah dibatalin chat cs lama balsnya dan gajelas pesanan  jam baru dikirim keburu laper dan mending beli offline tinggal keluar aneh bangettt,gojek aneh gajelas gofood ongkir mode hemat pesanan jam deket gausah deh pake mode hemat pakein aja voucher diskon ongkir susah dibatalin chat cs balsnya gajelas pesanan jam dikirim keburu laper mending beli offline tinggal aneh bangettt,"['gojek', 'aneh', 'gajelas', 'gofood', 'ongkir', 'mode', 'hemat', 'pesanan', 'jam', 'deket', 'gausah', 'deh', 'pake', 'mode', 'hemat', 'pakein', 'aja', 'voucher', 'diskon', 'ongkir', 'susah', 'dibatalin', 'chat', 'cs', 'balsnya', 'gajelas', 'pesanan', 'jam', 'dikirim', 'keburu', 'laper', 'mending', 'beli', 'offline', 'tinggal', 'aneh', 'bangettt']",gojek aneh gajelas gofood ongkir mode hemat pesan jam deket gausah deh pake mode hemat pakein aja voucher diskon ongkir susah dibatalin chat cs balsnya gajelas pesan jam kirim keburu laper mending beli offline tinggal aneh bangettt
Kamarudin Toram,5,2023-07-17 07:40:56,"Aplikasi yang sangat bagus . Jadi lebih mudah untuk memabantu banged..aplikasi yg lebih mudah buat bayar ""dan belanja..dukungan akan app ini semoga bisa lebih di tingkatkan lagi😊😊",Positif,aplikasi yang sangat bagus  jadi lebih mudah untuk memabantu bangedaplikasi yg lebih mudah buat bayar dan belanjadukungan akan app ini semoga bisa lebih di tingkatkan lagi,aplikasi bagus mudah memabantu bangedaplikasi yg mudah bayar belanjadukungan app semoga tingkatkan,"['aplikasi', 'bagus', 'mudah', 'memabantu', 'bangedaplikasi', 'yg', 'mudah', 'bayar', 'belanjadukungan', 'app', 'semoga', 'tingkatkan']",aplikasi bagus mudah memabantu bangedaplikasi yg mudah bayar belanjadukungan app moga tingkat
jaya sentra,2,2023-07-17 03:23:39,Untuk gofood nih.. kok bisa2nya vocher untuk potongan harga makanan.. tp tarid ongkirnya dekat jadi 9rb Padahal kita kalo pake ongkir hemat 3rb. harusnya tidak di potong 9rb dari vochernya ya kan ??? Itu namanya modus aja lo tuh.... Namanya vocher makanan ya harusnya potongin harga makanan. Bukan sama ongkosnya juga donk!,Negatif,untuk gofood nih kok bisanya vocher untuk potongan harga makanan tp tarid ongkirnya dekat jadi rb padahal kita kalo pake ongkir hemat rb harusnya tidak di potong rb dari vochernya ya kan  itu namanya modus aja lo tuh namanya vocher makanan ya harusnya potongin harga makanan bukan sama ongkosnya juga donk,gofood nih bisanya vocher potongan harga makanan tp tarid ongkirnya rb kalo pake ongkir hemat rb potong rb vochernya ya namanya modus aja lo tuh namanya vocher makanan ya potongin harga makanan ongkosnya donk,"['gofood', 'nih', 'bisanya', 'vocher', 'potongan', 'harga', 'makanan', 'tp', 'tarid', 'ongkirnya', 'rb', 'kalo', 'pake', 'ongkir', 'hemat', 'rb', 'potong', 'rb', 'vochernya', 'ya', 'namanya', 'modus', 'aja', 'lo', 'tuh', 'namanya', 'vocher', 'makanan', 'ya', 'potongin', 'harga', 'makanan', 'ongkosnya', 'donk']",gofood nih bisa vocher potong harga makan tp tarid ongkirnya rb kalo pake ongkir hemat rb potong rb vochernya ya nama modus aja lo tuh nama vocher makan ya potongin harga makan ongkos donk
Sofianah Anah,1,2023-07-16 19:59:11,"TIDAK BISA MENGGANTI EMAIL, harus menunggu 30jam Pengamanan yang buruk Klw orng mencuri akun kita ya masih tetap sama saja bisa dicuri walaupun nunggu 30jam, tapi ini mau verifikasi pakai email yg ada di perangkat,, email yg tertera tidak ada di perangkat manapun & sudah tidak bisa digunakan krna sudah terhapus. Parah👎",Negatif,tidak bisa mengganti email harus menunggu jam pengamanan yang buruk klw orng mencuri akun kita ya masih tetap sama saja bisa dicuri walaupun nunggu jam tapi ini mau verifikasi pakai email yg ada di perangkat email yg tertera tidak ada di perangkat manapun  sudah tidak bisa digunakan krna sudah terhapus parah,mengganti email menunggu jam pengamanan buruk klw orng mencuri akun ya dicuri nunggu jam verifikasi pakai email yg perangkat email yg tertera perangkat manapun krna terhapus parah,"['mengganti', 'email', 'menunggu', 'jam', 'pengamanan', 'buruk', 'klw', 'orng', 'mencuri', 'akun', 'ya', 'dicuri', 'nunggu', 'jam', 'verifikasi', 'pakai', 'email', 'yg', 'perangkat', 'email', 'yg', 'tertera', 'perangkat', 'manapun', 'krna', 'terhapus', 'parah']",ganti email tunggu jam aman buruk klw orng curi akun ya curi nunggu jam verifikasi pakai email yg perangkat email yg tera perangkat mana krna hapus parah
Just Info,1,2023-07-16 16:39:13,"Tolong diperbaiki fitur nomor disamarkan, karena sangat tidak efisien untuk driver ketika mendapatkan gosend tokped/halodoc. Saya hampir 30x tlp biasa dan 10x tlp via app tapi di customer ga masuk. Tolong diperbaiki",Negatif,tolong diperbaiki fitur nomor disamarkan karena sangat tidak efisien untuk driver ketika mendapatkan gosend tokpedhalodoc saya hampir x tlp biasa dan x tlp via app tapi di customer ga masuk tolong diperbaiki,tolong diperbaiki fitur nomor disamarkan efisien driver gosend tokpedhalodoc x tlp x tlp via app customer ga masuk tolong diperbaiki,"['tolong', 'diperbaiki', 'fitur', 'nomor', 'disamarkan', 'efisien', 'driver', 'gosend', 'tokpedhalodoc', 'x', 'tlp', 'x', 'tlp', 'via', 'app', 'customer', 'ga', 'masuk', 'tolong', 'diperbaiki']",tolong baik fitur nomor samar efisien driver gosend tokpedhalodoc x tlp x tlp via app customer ga masuk tolong baik
tulus eko nuryanto,5,2023-07-16 03:16:58,Aplikasi yang selalu membantu saya dalam setiap traveling saya di kota2 besar maupun di kota kecil dan juga banyak sekali voucher dan diskon produknya !,Positif,aplikasi yang selalu membantu saya dalam setiap traveling saya di kota besar maupun di kota kecil dan juga banyak sekali voucher dan diskon produknya ,aplikasi membantu traveling kota kota voucher diskon produknya,"['aplikasi', 'membantu', 'traveling', 'kota', 'kota', 'voucher', 'diskon', 'produknya']",aplikasi bantu traveling kota kota voucher diskon produk
Fajar Ismail,1,2023-07-15 17:08:38,"Aplikasi terlalu ribet! Mau transfer ke rekening aja sudahnya kebangetan! Suruh isi data inilah itulah, pasudah di isi masih aja lambat respon. Benerin lagi lah sistem nya! Saran aja buat aplikasinya jangan bikin ribet pengguna deh bikin simpel aja biar pengguna pada betah.",Negatif,aplikasi terlalu ribet mau transfer ke rekening aja sudahnya kebangetan suruh isi data inilah itulah pasudah di isi masih aja lambat respon benerin lagi lah sistem nya saran aja buat aplikasinya jangan bikin ribet pengguna deh bikin simpel aja biar pengguna pada betah,aplikasi ribet transfer rekening aja sudahnya kebangetan suruh isi data pasudah isi aja lambat respon benerin sistem nya saran aja aplikasinya bikin ribet pengguna deh bikin simpel aja biar pengguna betah,"['aplikasi', 'ribet', 'transfer', 'rekening', 'aja', 'sudahnya', 'kebangetan', 'suruh', 'isi', 'data', 'pasudah', 'isi', 'aja', 'lambat', 'respon', 'benerin', 'sistem', 'nya', 'saran', 'aja', 'aplikasinya', 'bikin', 'ribet', 'pengguna', 'deh', 'bikin', 'simpel', 'aja', 'biar', 'pengguna', 'betah']",aplikasi ribet transfer rekening aja sudah banget suruh isi data pasudah isi aja lambat respon benerin sistem nya saran aja aplikasi bikin ribet guna deh bikin simpel aja biar guna betah
よんきFirmanYonki,1,2023-07-15 11:29:05,"Kenapa metode bayar di tempat udh g ada yaahh khususnya kaya goride gitu, padahal itu lebih praktis aja bayarnya, siapa tau kendala driver mau membeli sesuatu atau apa tapi butuh nya cash dan yg order juga kebetulan g ada saldo gopay nya jadi ribet aplikasi nih skrg jadi jarang make ini apk lagi dikarenakan ya itu metode cash nya tidak tersedia lagi. MOHON DI PERBAIKI!!!",Negatif,kenapa metode bayar di tempat udh g ada yaahh khususnya kaya goride gitu padahal itu lebih praktis aja bayarnya siapa tau kendala driver mau membeli sesuatu atau apa tapi butuh nya cash dan yg order juga kebetulan g ada saldo gopay nya jadi ribet aplikasi nih skrg jadi jarang make ini apk lagi dikarenakan ya itu metode cash nya tidak tersedia lagi mohon di perbaiki,metode bayar udh g yaahh kaya goride gitu praktis aja bayarnya tau kendala driver membeli butuh nya cash yg order g saldo gopay nya ribet aplikasi nih skrg jarang make apk ya metode cash nya tersedia mohon perbaiki,"['metode', 'bayar', 'udh', 'g', 'yaahh', 'kaya', 'goride', 'gitu', 'praktis', 'aja', 'bayarnya', 'tau', 'kendala', 'driver', 'membeli', 'butuh', 'nya', 'cash', 'yg', 'order', 'g', 'saldo', 'gopay', 'nya', 'ribet', 'aplikasi', 'nih', 'skrg', 'jarang', 'make', 'apk', 'ya', 'metode', 'cash', 'nya', 'tersedia', 'mohon', 'perbaiki']",metode bayar udh g yaahh kaya goride gitu praktis aja bayar tau kendala driver beli butuh nya cash yg order g saldo gopay nya ribet aplikasi nih skrg jarang make apk ya metode cash nya sedia mohon baik
ilfi jandrisno,1,2023-07-15 10:22:03,"Gopay Coins pakai sistem hangus. Sudah berlangganan gofood plus, tapi biaya ""service and other fee"" jadi lebih mahal saat sudah berlangganan.",Negatif,gopay coins pakai sistem hangus sudah berlangganan gofood plus tapi biaya service and other fee jadi lebih mahal saat sudah berlangganan,gopay coins pakai sistem hangus berlangganan gofood plus biaya service and other fee mahal berlangganan,"['gopay', 'coins', 'pakai', 'sistem', 'hangus', 'berlangganan', 'gofood', 'plus', 'biaya', 'service', 'and', 'other', 'fee', 'mahal', 'berlangganan']",gopay coins pakai sistem hangus langgan gofood plus biaya service and other fee mahal langgan
Muhammad Irsad,1,2023-07-15 09:42:34,"Aplikasinya makin kesini makin lemot, masa harus di mode pesawat dulu, keluar aplikasi, baru bisa itu juga masih lama Padahal udh pake wifi/provider",Negatif,aplikasinya makin kesini makin lemot masa harus di mode pesawat dulu keluar aplikasi baru bisa itu juga masih lama padahal udh pake wifiprovider,aplikasinya kesini lemot mode pesawat aplikasi udh pake wifiprovider,"['aplikasinya', 'kesini', 'lemot', 'mode', 'pesawat', 'aplikasi', 'udh', 'pake', 'wifiprovider']",aplikasi kesini lot mode pesawat aplikasi udh pake wifiprovider
Slamet Slamet,1,2023-07-15 07:29:43,"Jika cs mau cari driver agk susah dptpun posisi driver trlalu jauh,,pdhal yg dekat dimata bnyk yg ngkrong, coba sistem algoritma gojek dirubah lg seperti yg dlu. Yg trdekat lbih cpt dan kami tdk mnggu lama. Voucher food di banyakin dong..ini malah hrs ada minimal order voucer pot 30 rb g bsa kami pakai krna hrs jajan 130 rb..br bsa di pakai ngapain coba jajan trlalu byk...sngt tdk memuaskan",Negatif,jika cs mau cari driver agk susah dptpun posisi driver trlalu jauhpdhal yg dekat dimata bnyk yg ngkrong coba sistem algoritma gojek dirubah lg seperti yg dlu yg trdekat lbih cpt dan kami tdk mnggu lama voucher food di banyakin dongini malah hrs ada minimal order voucer pot  rb g bsa kami pakai krna hrs jajan  rbbr bsa di pakai ngapain coba jajan trlalu byksngt tdk memuaskan,cs cari driver agk susah dptpun posisi driver trlalu jauhpdhal yg dimata bnyk yg ngkrong coba sistem algoritma gojek dirubah lg yg dlu yg trdekat lbih cpt tdk mnggu voucher food banyakin dongini hrs minimal order voucer pot rb g bsa pakai krna hrs jajan rbbr bsa pakai ngapain coba jajan trlalu byksngt tdk memuaskan,"['cs', 'cari', 'driver', 'agk', 'susah', 'dptpun', 'posisi', 'driver', 'trlalu', 'jauhpdhal', 'yg', 'dimata', 'bnyk', 'yg', 'ngkrong', 'coba', 'sistem', 'algoritma', 'gojek', 'dirubah', 'lg', 'yg', 'dlu', 'yg', 'trdekat', 'lbih', 'cpt', 'tdk', 'mnggu', 'voucher', 'food', 'banyakin', 'dongini', 'hrs', 'minimal', 'order', 'voucer', 'pot', 'rb', 'g', 'bsa', 'pakai', 'krna', 'hrs', 'jajan', 'rbbr', 'bsa', 'pakai', 'ngapain', 'coba', 'jajan', 'trlalu', 'byksngt', 'tdk', 'memuaskan']",cs cari driver agk susah dptpun posisi driver trlalu jauhpdhal yg mata bnyk yg ngkrong coba sistem algoritma gojek rubah lg yg dlu yg trdekat lbih cpt tdk mnggu voucher food banyakin dongini hrs minimal order voucer pot rb g bsa pakai krna hrs jajan rbbr bsa pakai ngapain coba jajan trlalu byksngt tdk muas
אב יצחק,5,2023-07-15 07:18:01,"Sangat membantu buat nyari jastrans darat, juga ada layanan jastip makanan, obat²an, belanja & kebutuhan yang mendesak saat lagi mager ataupun ketika sedang sakit gak bisa keluar rumah.",Positif,sangat membantu buat nyari jastrans darat juga ada layanan jastip makanan obatan belanja  kebutuhan yang mendesak saat lagi mager ataupun ketika sedang sakit gak bisa keluar rumah,membantu nyari jastrans darat layanan jastip makanan obatan belanja kebutuhan mendesak mager sakit gak rumah,"['membantu', 'nyari', 'jastrans', 'darat', 'layanan', 'jastip', 'makanan', 'obatan', 'belanja', 'kebutuhan', 'mendesak', 'mager', 'sakit', 'gak', 'rumah']",bantu nyari jastrans darat layan jastip makan obat belanja butuh desak mager sakit gak rumah
Gizda Aulia Rose,1,2023-07-15 04:40:12,"Maaf min, ini kok di hape saya Ukuran Filenya mbengkak jadi 10GB ya & semakin lama semakin bertambah terus...apa saja sih yg ada di dalam aplikasi ini...apa semua riwayat/data2 driver di taruh di penyimpanan ponsel? bukan di server gojek??",Negatif,maaf min ini kok di hape saya ukuran filenya mbengkak jadi gb ya  semakin lama semakin bertambah terusapa saja sih yg ada di dalam aplikasi iniapa semua riwayatdata driver di taruh di penyimpanan ponsel bukan di server gojek,maaf min hape ukuran filenya mbengkak gb ya bertambah terusapa sih yg aplikasi iniapa riwayatdata driver taruh penyimpanan ponsel server gojek,"['maaf', 'min', 'hape', 'ukuran', 'filenya', 'mbengkak', 'gb', 'ya', 'bertambah', 'terusapa', 'sih', 'yg', 'aplikasi', 'iniapa', 'riwayatdata', 'driver', 'taruh', 'penyimpanan', 'ponsel', 'server', 'gojek']",maaf min hape ukur filenya mbengkak gb ya tambah terusapa sih yg aplikasi iniapa riwayatdata driver taruh simpan ponsel server gojek
Uchti Tsania,1,2023-07-15 01:10:08,"Gopay tidak jelas, harus upgrade ke gopay plus untuk transfer. Tapi pas pengambilan gambar gabisa terus. Ampe pegel ni mata mantengin layar. Yang bener laa, saldoku gabisa diambil",Negatif,gopay tidak jelas harus upgrade ke gopay plus untuk transfer tapi pas pengambilan gambar gabisa terus ampe pegel ni mata mantengin layar yang bener laa saldoku gabisa diambil,gopay upgrade gopay plus transfer pas pengambilan gambar gabisa ampe pegel ni mata mantengin layar bener laa saldoku gabisa diambil,"['gopay', 'upgrade', 'gopay', 'plus', 'transfer', 'pas', 'pengambilan', 'gambar', 'gabisa', 'ampe', 'pegel', 'ni', 'mata', 'mantengin', 'layar', 'bener', 'laa', 'saldoku', 'gabisa', 'diambil']",gopay upgrade gopay plus transfer pas ambil gambar gabisa ampe gel ni mata mantengin layar bener laa saldo gabisa ambil
anita rusyadi,4,2023-07-14 23:57:44,"kenapa harus ada biaya pelayanan lagi padahal biaya ongkirnya sudah di naik kan . Sebelum ada biaya pelayanan suka banget menggunakan jasa gojek , semoga ke depannya lebih baik lagi .",Positif,kenapa harus ada biaya pelayanan lagi padahal biaya ongkirnya sudah di naik kan  sebelum ada biaya pelayanan suka banget menggunakan jasa gojek  semoga ke depannya lebih baik lagi ,biaya pelayanan biaya ongkirnya biaya pelayanan suka banget jasa gojek semoga depannya,"['biaya', 'pelayanan', 'biaya', 'ongkirnya', 'biaya', 'pelayanan', 'suka', 'banget', 'jasa', 'gojek', 'semoga', 'depannya']",biaya layan biaya ongkirnya biaya layan suka banget jasa gojek moga depan
Rita Rahman,1,2023-07-14 15:54:33,Kapok beli gofood. Niat pengen instan malah lama. Hampir satu jam makanan baru datang. Driver pertama cancel. Ke-2 muter2 gak jelas smpai 30menit. Mengecewakan. Lebih baik pesan di apk orange..,Negatif,kapok beli gofood niat pengen instan malah lama hampir satu jam makanan baru datang driver pertama cancel ke muter gak jelas smpai menit mengecewakan lebih baik pesan di apk orange,kapok beli gofood niat pengen instan jam makanan driver cancel muter gak smpai menit mengecewakan pesan apk orange,"['kapok', 'beli', 'gofood', 'niat', 'pengen', 'instan', 'jam', 'makanan', 'driver', 'cancel', 'muter', 'gak', 'smpai', 'menit', 'mengecewakan', 'pesan', 'apk', 'orange']",kapok beli gofood niat ken instan jam makan driver cancel muter gak smpai menit kecewa pesan apk orange
